,symptom,question,isCorrectQ
3161,Отёки,Нет ли у вас отёков?,1
3162,Отёки,"Можно ли у вас уточнить, отмечаете ли вы у себя отёки?",1
3163,Отёки,"Опишите, отмечаете ли вы у себя отёки?",1
3164,Отёки,Есть ли у вас отёки?,1
3165,Отёки,"Подскажите, пожалуйста, беспокоят ли вас отёки?",1
3166,Отёки,"Подскажите, отмечаете ли вы у себя отёки?",1
3167,Отёки,Вам не приходилось жаловаться на отёки?,1
3168,Отёки,"Подскажите, жалуетесь ли вы на отёки?",1
3169,Отёки,Отмечаете ли вы у себя отёки?,1
3170,Отёки,"Подскажите, бывают ли у вас отёки?",1
3171,Отёки,Вас беспокоят отёки?,1
3172,Охриплость,Говорите ли вы хриплым голосом?,1
3173,Охриплость,Вас беспокоит хриплость голоса?,1
3174,Охриплость,Отмечаете ли вы у себя хрипоту?,1
3175,Охриплость,Есть ли у вас хрипота?,1
3176,Охриплость,Есть ли у вас заушная область опухшей?,0
3177,Охриплость,Беспокоит ли вас охриплость?,1
3178,Охриплость,Отмечаете ли вы у себя хрипоту в голосе?,1
3179,Охриплость,"Подскажите, беспокоит ли вас хрипота?",1
3180,Охриплость,Есть ли у вас осиплость голоса?,1
3181,Охриплость,Говорите ли вы осипшим голосом?,1
3182,Охриплость,Вас беспокоит хрипота?,1
3183,Ощушение наличия инородного тела в промежности,"Подскажите, есть ли у вас ощущение инородного тела в промежности?",1
3184,Ощушение наличия инородного тела в промежности,"Подскажите, возникает ли у вас ощущение инородного тела в промежности?",1
3185,Ощушение наличия инородного тела в промежности,Вас беспокоит ощущение инородного тела в промежности?,1
3186,Ощушение наличия инородного тела в промежности,"Подскажите, отмечаете ли вы у себя ощущение инородного тела в промежности?",1
3187,Ощушение наличия инородного тела в промежности,Бывает ли у вас ощущение инородного тела в промежности?,1
3188,Ощушение наличия инородного тела в промежности,"Подскажите, случается ли у вас ощущение инородного тела в промежности?",1
3189,Ощушение наличия инородного тела в промежности,"Подскажите, бывает ли у вас ощущение инородного тела в промежности?",1
3190,Ощушение наличия инородного тела в промежности,Возникает ли у вас ощущение инородного тела в промежности?,1
3191,Ощушение наличия инородного тела в промежности,Случалось ли у вас ощущение инородного тела в промежности?,1
3192,Ощушение наличия инородного тела в промежности,А у вас бывает ощущение инородного тела в промежности?,1
3193,Ощушение наличия инородного тела в промежности,Часто ли вас беспокоит ощущение инородного тела в промежности?,1
3194,Ощушение наличия инородного тела в промежности,Вас когда нибудь беспокоило ощущение инородного тела в промежности?,1
3195,Ощущение вязкости в глазах,Вас беспокоит ощущение вязкости в глазах?,1
3196,Ощущение вязкости в глазах,Наблюдается ли у вас ощущение вязкости в глазах?,1
3197,Ощущение вязкости в глазах,Возникает ли у вас ощущение вязкости в глазах?,1
3198,Ощущение вязкости в глазах,"Подскажите, отмечаете ли вы у себя ощущение вязкости в глазах?",1
3199,Ощущение вязкости в глазах,"Подскажите, возникает ли у вас ощущение вязкости в глазах?",1
3200,Ощущение вязкости в глазах,Беспокоит ли вас ощущение вязкости в глазах?,1
3201,Ощущение вязкости в глазах,Есть ли у вас ощущение вязкости в глазах?,1
3202,Ощущение вязкости в глазах,"Подскажите, бывает ли у вас ощущение вязкости в глазах?",1
3203,Ощущение вязкости в глазах,"Подскажите, беспокоит ли вас ощущение вязкости в глазах?",1
3204,Ощущение вязкости в глазах,Бывает ли у вас жжение в глазах?,0
3205,Ощущение вязкости в глазах,Наблюдается ли у вас ощущение вязкости глаз?,1
3206,Ощущение жара,Часто ли у вас возникает ощущение жара?,1
3207,Ощущение жара,Есть ли у вас ощущение жара?,1
3208,Ощущение жара,Есть ли у вас жжение?,0
3209,Ощущение жара,Часто возникает ощущение жара?,1
3210,Ощущение жара,Есть ли у вас жжение в конечностях?,0
3211,Ощущение жара,Вас беспокоит ощущение жара?,1
3212,Ощущение жара,Есть ли у вас жжение или дискомфорт в горле?,0
3213,Ощущение жара,Возникает ли у вас ощущение жара?,1
3214,Ощущение жара в груди,Есть ли у вас ощущение жара в грудной клетке?,1
3215,Ощущение жара в груди,"Жжение в груди, есть ли у вас такое?",1
3216,Ощущение жара в груди,Беспокоит ли вас жар в груди?,1
3217,Ощущение жара в груди,"Подскажите, бывает ли у вас ощущение жара в груди?",1
3218,Ощущение жара в груди,Вас беспокоит ощущение жара в груди?,1
3219,Ощущение жара в груди,Есть ли у вас ощущение жара в груди?,1
3220,Ощущение жара в груди,"Скажите, бывает ли у вас ощущение жара в груди?",1
3221,Ощущение жара в груди,Вас беспокоит жжение в груди?,1
3222,Ощущение жара в груди,Часто ли у вас возникает ощущение жара в груди?,1
3223,Ощущение жара в конечностях,Наблюдается ли у вас жжение или дискомфорт в конечностях?,1
3224,Ощущение жара в конечностях,Есть ли у вас ощущение жара в конечностях?,1
3225,Ощущение жара в конечностях,Вам не отмечаете ли у себя жжение или дискомфорт в конечностях?,1
3226,Ощущение жара в конечностях,Есть ли у вас зуд?,0
3227,Ощущение жара в конечностях,Возникает ли у вас жжение в конечностях?,1
3228,Ощущение жара в конечностях,Возникает ли у вас ощущение жжения в конечностях?,1
3229,Ощущение жара в конечностях,Бывает ли у вас ощущение жара в конечностях?,1
3230,Ощущение жара в конечностях,Возникает ли у вас ощущение жара в конечностях?,1
3231,Ощущение жара в лице,Есть ли у вас ощущение жара в лице?,1
3232,Ощущение жара в лице,Бывает ли у вас жжение в лице?,1
3233,Ощущение жара в лице,Вас беспокоит жжение в лице?,1
3234,Ощущение жара в лице,Есть ли у вас ощущение жжения в лице?,1
3235,Ощущение жара в лице,Часто ли у вас возникает ощущение жара в лице?,1
3236,Ощущение жара в лице,Бывает ли у вас жжение лица?,1
3237,Ощущение жара в лице,Бывает ли у вас ощущение жара в лице?,1
3238,Ощущение жара в лице,Есть ли у вас жжение или ощущение жара в лице?,1
3239,Ощущение жара в лице,Возникает ли у вас ощущение жара в лице?,1
3240,Ощущение жара в лице,Есть ли у вас жжение в губах?,0
3241,Ощущение жара в лице,Есть ли у вас жжение в лице?,1
3242,Ощущение жара в ногах,Вас беспокоит жжение в ногах?,1
3243,Ощущение жара в ногах,"Подскажите, беспокоет ли вас ощущение жара в ногах?",1
3244,Ощущение жара в ногах,Беспокоит ли вас жжение в ногах?,1
3245,Ощущение жара в ногах,"Подскажите, отмечаете ли вы у себя ощущение жара в ногах?",1
3246,Ощущение жара в ногах,"Можете ли вы сказать, что у вас возникает ощущение жара в ногах?",1
3247,Ощущение жара в ногах,У вас когда нибудь болели ноги вследствие жара?,0
3248,Ощущение жара в ногах,Часто ли у вас возникает ощущение жара в ногах?,1
3249,Ощущение жара в ногах,Есть ли у вас ощущение жара в ногах?,1
3250,Ощущение жара в ногах,Есть ли у вас судороги?,0
3251,Ощущение жара в ногах,У вас отмечаете ли вы у себя ощущение жара в ногах?,1
3252,Ощущение жара в руках,Возникает ли у вас жжение в руках?,1
3253,Ощущение жара в руках,Беспокоит ли вас жжение или дискомфорт в области кистей?,1
3254,Ощущение жара в руках,"Подскажите, отмечаете ли вы у себя ощущение жара в руках?",1
3255,Ощущение жара в руках,Нет ли вас ощущения жара в руках?,1
3256,Ощущение жара в руках,Возникает ли у вас ощущение жара в руках?,1
3257,Ощущение жара в руках,Есть ли у вас ощущение жара в руках?,1
3258,Ощущение жара в руках,Вас беспокоит ощущение жара в руках?,1
3259,Ощущение жара в руках,"Можете ли вы сказать, что у вас жгучая боль в ладонях?",1
3260,Ощущение жара в руках,"Подскажите, есть ли у вас ощущение жара в руках?",1
3261,Ощущение жара в руках,Нет ли у вас жжения или дискомфорта в руках?,1
3262,Ощущение жара в руках,Возникают ли у вас жжение или дискомфорт в ладонях?,1
3263,Ощущение жара в руках,"Расскажите, отмечаете ли вы у себя жжение или дискомфорт в руках?",1
3264,Ощущение жара во рту,Бывает ли у вас ощущение жара во рту?,1
3265,Ощущение жара во рту,Есть ли у вас ощущение жара во рту?,1
3266,Ощущение жара во рту,Есть ли у вас ощущение жара в горле?,1
3267,Ощущение жара во рту,Возникает ли у вас ощущение жара во рту?,1
3268,Ощущение жара во рту,Есть ли у вас ощущение жара в полости рта?,1
3269,Ощущение жара во рту,"Подскажите, беспокоит ли вас ощущение жара во рту?",1
3270,Ощущение жара во рту,Вас беспокоит ощущение жара во рту?,1
3271,Ощущение жара во рту,Есть ли у вас ощущение жара?,0
3272,Ощущение жара во рту,Вас беспокоит першение или жжение в горле?,0
3273,Ощущение заложенности уха,Есть ли у вас заложенность ушей?,1
3274,Ощущение заложенности уха,Часто ли у вас закладывает ухо?,1
3275,Ощущение заложенности уха,Бывает ли у вас ощущение заложенности ушей?,1
3276,Ощущение заложенности уха,Есть ли у вас ощущение заложенности уха?,1
3277,Ощущение заложенности уха,Слух вас беспокоит?,0
3278,Ощущение заложенности уха,Бывает ли у вас ощущение заложенности уха?,1
3279,Ощущение заложенности уха,С заложенностью уха бывает ли у вас боль в ухе?,0
3280,Ощущение заложенности уха,Вас беспокоит заложенность ушей?,1
3281,Ощущение заложенности уха,Бывает ли у вас заложенность ушей?,1
3282,Ощущение заложенности уха,Не закладывает ли у вас уши?,1
3283,Ощущение заложенности уха,"Подскажите пожалуйста, возникает ли у вас заложенность ушей?",1
3284,Ощущение заложенности уха,"Скажите, у вас отмечаете ли вы заложенность ушей?",1
3285,Ощущение заложенности уха,Есть ли у вас заложенность уха?,1
3286,Ощущение заложенности уха,Часто ли у вас закладывает уши?,1
3287,Ощущение комка в горле,Вас беспокоит ощущение комка в горле?,1
3288,Ощущение комка в горле,Часто ли вас беспокоит ощущение комка в горле?,1
3289,Ощущение комка в горле,Вас беспокоят неприятные ощущения как комок в горле?,1
3290,Ощущение комка в горле,Вас когда-нибудь  грызли  комки в горле?,0
3291,Ощущение комка в горле,Говорите ли вы с комком в горле?,0
3292,Ощущение комка в горле,У вас когда-нибудь  перехватывало  горло?,1
3293,Ощущение комка в горле,"Подскажите, бывает ли у вас ощущение комка в горле?",1
3294,Ощущение наличия инородного тела,Есть ли у вас ощущение инородного тела?,1
3295,Ощущение наличия инородного тела,Вас беспокоит ощущение наличия инородного тела где-нибудь?,1
3296,Ощущение наличия инородного тела,Вас когда-нибудь беспокоило ощущение инородного тела?,1
3297,Ощущение наличия инородного тела,Вы отмечаете у себя ощущение инородного тела?,1
3298,Ощущение наличия инородного тела,Вас когда-либо беспокоило ощущение инородного тела?,1
3299,Ощущение наличия инородного тела,Есть ли у вас ощущение инородного тела где-нибудь?,1
3300,Ощущение наличия инородного тела,Вас когда-нибудь беспокоило ощущение инородного тела где-нибудь?,1
3301,Ощущение наличия инородного тела,Часто ли у вас возникает ощущение инородного тела?,1
3302,Ощущение наличия инородного тела,Вас беспокоит ощущение инородного тела?,1
3303,Ощущение наличия инородного тела,Вы ощущали когда-нибудь наличие инородного тела?,1
3304,Ощущение наличия инородного тела,У вас есть ощущение наличия инородного тела?,1
3305,Ощущение наличия инородного тела,Вас беспокоит ощущение наличия инородного тела?,1
3306,Ощущение наличия инородного тела,"Подскажите, возникает ли у вас ощущение наличия инородного тела где-нибудь?",1
3307,Ощущение наличия инородного тела,Вас когда-нибудь беспокоило ощущение наличия инородного тела?,1
3308,Ощущение наличия инородного тела в глазу,Вас беспокоит ощущение инородного тела в глазу?,1
3309,Ощущение наличия инородного тела в глазу,Вас когда-нибудь беспокоило ощущение инородного тела в глазу?,1
3310,Ощущение наличия инородного тела в глазу,У вас есть ощущение инородного тела в глазу?,1
3311,Ощущение наличия инородного тела в глазу,Возникает ли у вас ощущение инородного тела в глазу?,1
3312,Ощущение наличия инородного тела в глазу,"Подскажите, есть ли у вас ощущение инородного тела в глазу?",1
3313,Ощущение наличия инородного тела в глазу,Есть ли у вас ощущение инородного тела в глазу?,1
3314,Ощущение наличия инородного тела в глазу,"Подскажите, возникает ли у вас ощущение инородного тела в глазу?",1
3315,Ощущение наличия инородного тела в глазу,Вас беспокоят ощущения инородного тела в глазу?,1
3316,Ощущение наличия инородного тела в горле,Вас беспокоит ощущение инородного тела в горле?,1
3317,Ощущение наличия инородного тела в горле,Бывает ли у вас ощущение инородного тела в горле?,1
3318,Ощущение наличия инородного тела в горле,Есть ли у вас ощущение инородного тела в горле?,1
3319,Ощущение наличия инородного тела в горле,Возникает ли у вас ощущение инородного тела в горле?,1
3320,Ощущение наличия инородного тела в носу,Бывает ли у вас ощущение инородного тела в носу?,1
3321,Ощущение наличия инородного тела в носу,Есть ли у вас ощущение инородного тела в носу?,1
3322,Ощущение наличия инородного тела в носу,"Подскажите, есть ли у вас ощущение инородного тела в носу?",1
3323,Ощущение наличия инородного тела в носу,"Подскажите, беспокоит ли у вас ощущение инородного тела в носу?",1
3324,Ощущение наличия инородного тела в носу,Не отмечаете ли у себя ощущение инородного тела в носу?,1
3325,Ощущение наличия инородного тела в носу,А есть ли у вас ощущение инородного тела в носу?,1
3326,Ощущение наличия инородного тела в носу,Вас беспокоит ощущение инородного тела в носу?,1
3327,Ощущение наличия инородного тела в носу,Возникает ли у вас ощущение инородного тела в носу?,1
3328,Ощущение наличия инородного тела в носу,"Опишите, есть ли у вас ощущение инородного тела в носу?",1
3329,Ощущение наличия инородного тела в ухе,Есть ли у вас ощущение инородного тела в ухе?,1
3330,Ощущение наличия инородного тела в ухе,"Подскажите, возникает ли у вас ощущение инородного тела в ухе?",1
3331,Ощущение наличия инородного тела в ухе,У вас есть ощущение инородного тела в ухе?,1
3332,Ощущение наличия инородного тела в ухе,Часто ли у вас возникает ощущение инородного тела в ухе?,1
3333,Ощущение наличия инородного тела в ухе,Возникает ли у вас ощущение инородного тела в ухе?,1
3334,Ощущение наличия инородного тела в ухе,"Подскажите, есть ли у вас ощущение инородного тела в ухе?",1
3335,Ощущение наличия инородного тела в ухе,Вы жалуетеь на ощущение инородного тела в ухе?,1
3336,Ощущение наличия инородного тела в ухе,Вас беспокоит ощущение инородного тела в ухе?,1
3337,Ощущение наличия инородного тела в ухе,Есть ли у вас инородное тело где нибудь?,0
3338,Ощущение наличия инородного тела в ухе,"Можете ли вы сказать, что у вас ощущение инородного тела в ухе?",1
3339,Ощущение наличия инородного тела в ухе,"Подскажите, бывает ли у вас ощущение инородного тела в ухе?",1
3340,Ощущение неполного опорожнения кишечника,Вы отмечаете у себя ощущение неполного опорожнения кишечника?,1
3341,Ощущение неполного опорожнения кишечника,"Подскажите, возникает ли у вас ощущение неполного опорожнения кишечника?",1
3342,Ощущение неполного опорожнения кишечника,Есть ли у вас ощущение неполного опорожнения кишечника?,1
3343,Ощущение неполного опорожнения кишечника,"Можете ли вы сказать, что у вас есть ощущение неполного опорожнения кишечника?",1
3344,Ощущение неполного опорожнения кишечника,Часто ли у вас возникает ощущение неполного опорожнения кишечника?,1
3345,Ощущение неполного опорожнения кишечника,"Подскажите, бывают ли у вас ощущения неполного опорожнения кишечника?",1
3346,Ощущение неполного опорожнения кишечника,"Подскажите, случается ли у вас ощущение неполного опорожнения кишечника?",1
3347,Ощущение неполного опорожнения кишечника,Вы отмечаете у себя нарушение опорожнения кишечника?,1
3348,Ощущение неполного опорожнения кишечника,Отмечаете ли вы у себя ощущение неполного опорожнения кишечника?,1
3349,Ощущение неполного опорожнения кишечника,Вас беспокоит ощущение неполного опорожнения кишечника?,1
3350,Ощущение неполного опорожнения кишечника,Бывает ли у вас ощущение неполного опорожнения кишечника?,1
3351,Ощущение неполного опорожнения кишечника,Есть ли у вас подобное ощущение?,0
3352,Ощущение песка в глазах,Часто ли у вас наблюдается ощущение песка в глазах?,1
3353,Ощущение песка в глазах,Есть ли у вас ощущение песка в ушах?,0
3354,Ощущение песка в глазах,Вы замечаете у себя ощущение песка в глазах?,1
3355,Ощущение песка в глазах,"Подскажите, возникает ли у вас ощущение песка в глазах?",1
3356,Ощущение песка в глазах,Бывает ли у вас ощущение песка в глазах?,1
3357,Ощущение песка в глазах,Отмечаете ли вы у себя ощущение песка в глазах?,1
3358,Ощущение песка в глазах,Часто ли у вас отмечаете ощущение песка в глазах?,1
3359,Ощущение песка в глазах,Возникают ли у вас эпизоды рвоты?,0
3360,Ощущение песка в глазах,Часто ли у вас возникают отёки глаз?,0
3361,Ощущение песка в глазах,Часто ли у вас возникает ощущение песка в глазах?,1
3362,Ощущение песка в глазах,"Подскажите, бывают ли у вас ощущения песка в глазах?",1
3363,Ощущение тепла в глазах,Часто ли вас беспокоит ощущение тепла в глазах?,1
3364,Ощущение тепла в глазах,"Подскажите, отмечаете ли вы у себя ощущение тепла в глазах?",1
3365,Ощущение тепла в глазах,Часто ли у вас отмечаете ощущение тепла в глазах?,1
3366,Ощущение тепла в глазах,Часто ли у вас возникает ощущение тепла в глазах?,1
3367,Ощущение тепла в глазах,Бывает ли у вас ощущение тепла в глазах?,1
3368,Ощущение тепла в глазах,Есть ли у вас ощущение жара в глазах?,1
3369,Ощущение тепла в глазах,"Подскажите, бывает ли у вас ощущение тепла в глазах?",1
3370,Ощущение тепла в глазах,Есть ли у вас ощущение тепла в глазах?,1
3371,Ощущение тепла в глазах,"Подскажите, возникает ли у вас ощущение тепла в глазах?",1
3372,Ощущение тепла в глазах,Вы ощущаете теплоту в глазах?,1
3373,Ощущение тепла в глазах,Возникают ли у вас жжение или дискомфорт в глазах?,0
3374,Ощущение тепла в глазах,Вы чувствуете жар в глазах?,1
3375,Ощущение тяжести в глазах,Часто ли у вас болит голова?,0
3376,Ощущение тяжести в глазах,"Хорошо, в таком случае отмечаете ли вы у себя чувство тяжести в глазах?",1
3377,Ощущение тяжести в глазах,Часто ли у вас отмечается тяжесть в глазах?,1
3378,Ощущение тяжести в глазах,Часто ли у вас наблюдается ощущение тяжести в глазах?,1
3379,Ощущение тяжести в глазах,"Подскажите, отмечаете ли вы у себя ощущение тяжести в глазах?",1
3380,Ощущение тяжести в глазах,Часто ли у вас возникает ощущение тяжести в глазах?,1
3381,Ощущение тяжести в глазах,Вас беспокоит ощущение тяжести в глазах?,1
3382,Ощущение тяжести в глазах,Вы ощущали когда-нибудь тяжесть в глазах?,1
3383,Ощущение тяжести в глазах,Возникает ли у вас ощущение тяжести в глазах?,1
3384,Ощущение тяжести в глазах,Часто ли у вас болит или беспокоит вас ощущение тяжести в глазах?,1
3385,Ощущение тяжести в глазах,"Скажите, есть ли у вас ощущение тяжести в глазах?",1
3386,Ощущение тяжести в глазах,Есть ли у вас ощущение тяжести в глазах?,1
3387,Ощущение тяжести в глазах,Часто ли вы отмечаете ощущение тяжести в глазах?,1
3388,Ощущение холода в глазах,"Подскажите, бывает ли у вас ощущение холода в глазах?",1
3389,Ощущение холода в глазах,"Хорошо, в таком случае отмечаете ли вы у себя ощущение холода в глазах?",1
3390,Ощущение холода в глазах,Возникает ли у вас ощущение холода в глазах?,1
3391,Ощущение холода в глазах,Звук из ушей вас беспокоит?,0
3392,Ощущение холода в глазах,Не отмечаете ли вы у себя ощущение холода в глазах?,1
3393,Ощущение холода в глазах,Есть ли у вас заложенность носа?,0
3394,Ощущение холода в глазах,Есть ли у вас ощущение заложенности носа?,0
3395,Ощущение холода в глазах,Есть ли у вас ощущение холода в глазах?,1
3396,Ощущение холода в глазах,"Подскажите, беспокоит ли вас ощущение холода в глазах?",1
3397,Ощущение холода в глазах,"Подскажите, есть ли у вас ощущение холода в глазах?",1
3398,Ощущение холода в глазах,Часто ли у вас возникает ощущение холода в глазах?,1
3399,Панические состояния,У вас бывают панические атаки?,1
3400,Панические состояния,Часто ли у вас возникают панические атаки?,1
3401,Панические состояния,Вас беспокоят панические атаки?,1
3402,Панические состояния,Вас когда нибудь беспокоили панические атаки?,1
3403,Панические состояния,"Расскажите, беспокоят ли вас панические атаки?",1
3404,Панические состояния,"Подскажите, бывают ли у вас панические атаки?",1
3405,Панические состояния,Подскажите панические атаки бывают у вас?,1
3406,Панические состояния,"Подскажите, беспокоят ли вас панические атаки?",1
3407,Панические состояния,"Подскажите, случаются ли у вас панические атаки?",1
3408,Панические состояния,"Подскажите, есть ли у вас панические атаки?",1
3409,Панические состояния,"Скажите, бывают ли у вас панические атаки?",1
3410,Панические состояния,"Подскажите, пожалуйста, бывают ли у вас панические состояния?",1
3411,Пенистая моча,Бывает ли у вас пенистая моча?,1
3412,Пенистая моча,Отмечаете появление пенистой мочи?,1
3413,Пенистая моча,Беспокоит ли вас пенистая моча?,1
3414,Пенистая моча,Вы отмечаете у себя пенистую мочу?,1
3415,Пенистая моча,Не отмечаете ли вы наличие пенистой мочи у себя?,1
3416,Пенистая моча,"Подскажите, у вас пенистая моча?",1
3417,Перебои в работе сердца,"Подскажите, бывают ли у вас перебои в работе сердца?",1
3418,Перебои в работе сердца,"Подскажите, случаются ли у вас перебои в работе сердца?",1
3419,Перебои в работе сердца,Вас беспокоят судорожные движения в конечностях?,0
3420,Перебои в работе сердца,Бывают ли у вас перебои в работе сердца?,1
3421,Перебои в работе сердца,"Подскажите, отмечаете ли вы у себя перебои в работе сердца?",1
3422,Перебои в работе сердца,Болят ли у вас сердце и сердце?,0
3423,Перебои в работе сердца,Вас беспокоят перебои в работе сердца?,1
3424,Перебои в работе сердца,Часто ли вас беспокоят перебои в работе сердца?,1
3425,Перебои в работе сердца,Вы беспокоитесь о сердце? ,0
3426,Перебои в работе сердца,"Подскажите, беспокоят ли вас перебои в работе сердца?",1
3427,Перебои в работе сердца,"Подскажите, возникают ли у вас перебои в работе сердца?",1
3428,Перебои в работе сердца,"Подскажите, случаются ли с вами перебои в работе сердца?",1
3429,Петеря памяти,"Что вы чувствуете, вспоминая события из своей жизни, которые не происходят с вами сейчас?",0
3430,Петеря памяти,"Подскажите пожалуйста, отмечаете ли вы у себя приступы апноэ сна?",0
3431,Петеря памяти,"Вы помните, как потеряли память?",0
3432,Петеря памяти,Что вас беспокоит?,0
3433,Петеря памяти,"Опишите, есть ли у вас помутнение в глазах?",0
3434,Петеря памяти,"Подскажите, жалуетесь ли вы на потерю памяти?",1
3435,Петеря памяти,"Меня зовут петя, я живу в санкт-петербурге ",0
3436,Петеря памяти,"Скажите, вы замечали у себя потерю памяти?",1
3437,Петеря памяти,"Хорошо, в таком случае отмечаете ли вы у себя потерю памяти?",1
3438,Петеря памяти,"Скажите, у вас когда нибудь проявлялась потеря памяти?",1
3439,Петеря памяти,Вы не хотите поговорить о своих сновидениях?,0
3440,Петеря памяти,Беспокоит ли вас нарушение ритма сна?,0
3441,Петеря памяти,"Подскажите, а у вас есть петеря памяти?",0
3442,Петеря памяти,"Подскажите, не отмечаете ли вы у себя нарушение памяти?",1
3443,Петеря памяти,"Подскажите, мучает ли вас потеря памяти?",1
3444,Петеря памяти,"Подскажите, часто ли у вас болит голова?",0
3445,Петеря памяти,"Подскажите пожалуйста, отмечаете ли вы у себя амнезию?",1
3446,Петеря памяти,"Подскажите, бывают ли у вас потери памяти?",1
3447,Плаксивость,Вы плаксивы?,1
3448,Плаксивость,Беспокоит ли вас плаксивость?,1
3449,Плаксивость,Можете ли вы заплакать без причины?,1
3450,Плаксивость,Есть ли у вас температура?,0
3451,Плаксивость,"Подскажите, беспокоит ли вас плаксивость?",1
3452,Плаксивость,"Подскажите, жалуетесь ли вы на плаксивость?",1
3453,Плаксивость,Часто ли вы плачете?,1
3454,Плаксивость,Вы можете заплакать без повода?,1
3455,Плаксивость,Вы жалуетесь на плаксивость?,1
3456,Плохое настроение,"Понятно, а жалуетесь ли вы на плохое настроение?",1
3457,Плохое настроение,"Подскажите, бывает ли у вас плохое настроение?",1
3458,Плохое настроение,"Подскажите, есть ли у вас апатия?",1
3459,Плохое настроение,У вас есть настроение?,0
3460,Плохое настроение,Беспокоит ли вас апатия?,1
3461,Плохое настроение,Часто ли у вас возникает плохое настроение?,1
3462,Плохое настроение,Бывает ли у вас апатия?,1
3463,Плохое настроение,"Скажите, бывает ли у вас плохое настроение?",1
3464,Плохое настроение,Часто ли вас беспокоит плохое настроение?,1
3465,Плохое настроение,Вы когда-нибудь падали в обморок?,0
3466,Плохое настроение,У вас бывает плохое настроение?,1
3467,Поверхностное дыхание,Часто ли ваше дыхание поверхностно?,1
3468,Поверхностное дыхание,Часто ли у вас возникает поверхностное дыхание?,1
3469,Поверхностное дыхание,"Расскажите, возникает ли у вас поверхностное дыхание?",1
3470,Поверхностное дыхание,Бывает ли у вас поверхностное дыхание?,1
3471,Поверхностное дыхание,Есть ли у вас поверхностное дыхание?,1
3472,Поверхностное дыхание,Бывает ли у вас боль в носу?,0
3473,Поверхностное дыхание,Вас беспокоит першение в горле?,0
3474,Повышение аппетита,Часто ли у вас возникает аппетит?,1
3475,Повышение аппетита,Есть ли у вас желание съесть больше обычного?,1
3476,Повышение аппетита,Есть ли у вас повышение аппетита?,1
3477,Повышение аппетита,Есть ли у вас желание перекусить?,1
3478,Повышение аппетита,Бывает ли у вас чрезмерный аппетит?,1
3479,Повышение аппетита,Часто ли вас беспокоит переедание?,1
3480,Повышение аппетита,Часто ли вы отмечаете повышение аппетита?,1
3481,Повышение аппетита,Бывает ли у вас повышенный аппетит?,1
3482,Повышение аппетита,Часто ли вас беспокоит повышение аппетита?,1
3483,Повышение аппетита,У вас хороший аппетит?,1
3484,Повышение аппетита,Часто ли у вас возникает желание поесть больше обычного?,1
3485,Повышение аппетита,Есть ли у вас постоянное желание перекусить чем-нибудь?,1
3486,Повышение аппетита,Часто ли у вас появляется аппетит?,1
3487,Повышение аппетита,Часто ли вы переедаете?,1
3488,Повышение аппетита,Не отмечаете ли вы у себя повышение аппетита?,1
3489,Повышение артериального давления,"Подскажите, бывает ли у вас повышение артериального давления?",1
3490,Повышение артериального давления,Есть ли у вас повышение артериального давления?,1
3491,Повышение артериального давления,"Подскажите, беспокоит ли вас повышение артериального давления?",1
3492,Повышение артериального давления,Вас беспокоит повышение артериального давления?,1
3493,Повышение артериального давления,Часто ли у вас возникает повышение артериального давления?,1
3494,Повышение артериального давления,"Подскажите, повышается ли у вас артериальное давление?",1
